203.5,-0.58,193.75,3.38
210.25,1.53,221.5,1.88
193.75,3.38,195.5,10.95
115.25,-72.6,107.0,-70.48
107.0,-70.48,121.75,-68.61
135.5,-66.38,121.75,-68.61
121.75,-68.61,115.25,-72.6
121.75,-68.61,109.0,-67.95
121.75,-68.61,126.25,-66.13
126.25,-66.13,135.5,-66.38
292.0,24.65,300.25,27.75
